"Variable","Noise","beta_S","beta_P","mean","error"
"Stability",0.5,6.5,6,0.02325,0.00179227926855656
"Stability",0.5,6.5,6.5,0.01445,0.00154368327250268
"Stability",0.5,6.5,7,0.00895000000000001,0.00136263547126249
"Stability",0.5,6.5,7.5,0.00814999999999999,0.00133406736095759
"Stability",0.5,6.5,8,0.00454999999999994,0.0011964417651059
"Stability",0.5,6.5,8.5,0.00385000000000002,0.00116767037104208
"Stability",0.5,6.5,9,-1.49999999999983e-04,9.86354418808955e-04
"Stability",0.5,6.5,9.5,-6.50000000000039e-04,9.61171230849895e-04
"Stability",0.5,6.5,10,-0.00295000000000001,8.35224227349156e-04
"Stability",0.5,7,1,0.25155,0.00439472309811562
"Stability",0.5,7,1.5,0.21385,0.00416813568463271
"Stability",0.5,7,2,0.17195,0.00385790203229801
"Stability",0.5,7,2.5,0.15905,0.00374781461140171
"Stability",0.5,7,3,0.12885,0.00345771070599214
"Stability",0.5,7,3.5,0.10275,0.00316263244377171
"Stability",0.5,7,4,0.08255,0.00289772142017532
"Stability",0.5,7,4.5,0.06335,0.0026067522447917
"Stability",0.5,7,5,0.04515,0.00228229459905238
"Stability",0.5,7,5.5,0.03505,0.00207363925213013
"Stability",0.5,7,6,0.02155,0.00174735945829919
"Stability",0.5,7,6.5,0.02135,0.00174198771583505
"Stability",0.5,7,7,0.01745,0.00163322273179416
"Stability",0.5,7,7.5,0.0105499999999999,0.00141791071548236
"Stability",0.5,7,8,0.00834999999999997,0.00134127090878952
"Stability",0.5,7,8.5,0.00505,0.00121655158122251
"Stability",0.5,7,9,0.00185000000000002,0.00108100629390432
"Stability",0.5,7,9.5,0.00205,0.00108999933938328
"Stability",0.5,7,10,-0.00105,9.40520179379891e-04
"Stability",0.5,7.5,1,0.24855,0.00437831094266625
"Stability",0.5,7.5,1.5,0.21145,0.00415213364083782
"Stability",0.5,7.5,2,0.18335,0.00394913120999181
"Stability",0.5,7.5,2.5,0.15475,0.00370939613845316
"Stability",0.5,7.5,3,0.12175,0.00338198721667504
"Stability",0.5,7.5,3.5,0.11015,0.00325114668163012
"Stability",0.5,7.5,4,0.08285,0.00290193553908203
"Stability",0.5,7.5,4.5,0.07185,0.00274104160510345
"Stability",0.5,7.5,5,0.0529499999999999,0.00242833676246586
"Stability",0.5,7.5,5.5,0.04345,0.00224884758966635
"Stability",0.5,7.5,6,0.03195,0.00200422589598683
"Stability",0.5,7.5,6.5,0.02615,0.00186605626029781
"Stability",0.5,7.5,7,0.01995,0.00170384566760194
"Stability",0.5,7.5,7.5,0.01405,0.00153130475066981
"Stability",0.5,7.5,8,0.00875000000000004,0.0013555543156769
"Stability",0.5,7.5,8.5,0.00554999999999994,0.00123631411755254
"Stability",0.5,7.5,9,0.00654999999999994,0.00127486166984019
"Stability",0.5,7.5,9.5,0.00214999999999999,0.00109446678147561
"Stability",0.5,7.5,10,5.49999999999939e-04,0.00102052628451684
"Stability",0.5,8,1,0.25315,0.00440336765608681
"Stability",0.5,8,1.5,0.21875,0.00420019141358951
"Stability",0.5,8,2,0.19165,0.00401221105299228
"Stability",0.5,8,2.5,0.16175,0.00377148726122947
"Stability",0.5,8,3,0.13685,0.00353938701981679
"Stability",0.5,8,3.5,0.11295,0.00328358157212427
"Stability",0.5,8,4,0.09455,0.00305947148811337
"Stability",0.5,8,4.5,0.07755,0.00282609243122779
"Stability",0.5,8,5,0.05755,0.00250934840804207
"Stability",0.5,8,5.5,0.04475,0.00227448039694951
"Stability",0.5,8,6,0.0347499999999999,0.00206704402882515
"Stability",0.5,8,6.5,0.02855,0.00192464546761672
"Stability",0.5,8,7,0.02385,0.0018078286905726
"Stability",0.5,8,7.5,0.01435,0.00154059894018834
"Stability",0.5,8,8,0.01635,0.00160103843876662
"Stability",0.5,8,8.5,0.01005,0.00140089114480746
"Stability",0.5,8,9,0.00814999999999999,0.00133406736095759
"Stability",0.5,8,9.5,0.00524999999999998,0.00122449732109504
"Stability",0.5,8,10,0.00334999999999996,0.00114665131183071
"Stability",0.5,8.5,1,0.25085,0.00439091741730319
"Stability",0.5,8.5,1.5,0.22335,0.00422954686185951
"Stability",0.5,8.5,2,0.18925,0.00399425076252298
"Stability",0.5,8.5,2.5,0.17025,0.00384382247861744
"Stability",0.5,8.5,3,0.14875,0.003654268616004
"Stability",0.5,8.5,3.5,0.11585,0.00331659128138708
"Stability",0.5,8.5,4,0.09605,0.00307876397743687
"Stability",0.5,8.5,4.5,0.08815,0.00297490214196626
"Stability",0.5,8.5,5,0.06885,0.00269471592183479
"Stability",0.5,8.5,5.5,0.05525,0.00246928197769079
"Stability",0.5,8.5,6,0.0428499999999999,0.00223689251391565
"Stability",0.5,8.5,6.5,0.03345,0.00203816710858464
"Stability",0.5,8.5,7,0.02625,0.00186854031112241
"Stability",0.5,8.5,7.5,0.02415,0.00181554602550777
"Stability",0.5,8.5,8,0.0146499999999999,0.00154983158691349
"Stability",0.5,8.5,8.5,0.01085,0.00142801669218792
"Stability",0.5,8.5,9,0.01005,0.00140089114480746
"Stability",0.5,8.5,9.5,0.00744999999999996,0.00130851861740566
"Stability",0.5,8.5,10,0.00334999999999996,0.00114665131183071
"Stability",0.5,9,1,0.25555,0.00441619406582214
"Stability",0.5,9,1.5,0.23115,0.00427773276979348
"Stability",0.5,9,2,0.19735,0.00405397844396371
"Stability",0.5,9,2.5,0.16765,0.00382204245801313
"Stability",0.5,9,3,0.14705,0.00363831739755461
"Stability",0.5,9,3.5,0.11825,0.00334347298944722
"Stability",0.5,9,4,0.10265,0.00316140747132032
"Stability",0.5,9,4.5,0.08355,0.00291173274336036
"Stability",0.5,9,5,0.07135,0.00273339804940474
"Stability",0.5,9,5.5,0.05915,0.00253672451147631
"Stability",0.5,9,6,0.05175,0.00240661025662502
"Stability",0.5,9,6.5,0.04365,0.00225281496522168
"Stability",0.5,9,7,0.03085,0.00197889346654518
"Stability",0.5,9,7.5,0.02405,0.00181297778222566
"Stability",0.5,9,8,0.02095,0.00173118729516627
"Stability",0.5,9,8.5,0.0136499999999999,0.00151881481091112
"Stability",0.5,9,9,0.0105499999999999,0.00141791071548236
"Stability",0.5,9,9.5,0.00585000000000002,0.00124801182019656
"Stability",0.5,9,10,0.00444999999999995,0.00119237658740543
"Stability",0.5,9.5,1,0.25975,0.00443823878879389
"Stability",0.5,9.5,1.5,0.22065,0.00421240218678349
"Stability",0.5,9.5,2,0.19955,0.00406977100751447
"Stability",0.5,9.5,2.5,0.18185,0.00393743674118189
"Stability",0.5,9.5,3,0.15465,0.00370849201715524
"Stability",0.5,9.5,3.5,0.12875,0.00345666582183763
"Stability",0.5,9.5,4,0.11325,0.0032870236084367
"Stability",0.5,9.5,4.5,0.09075,0.0030097092193364
"Stability",0.5,9.5,5,0.08355,0.00291173274336036
"Stability",0.5,9.5,5.5,0.06645,0.00265682999541982
"Stability",0.5,9.5,6,0.05625,0.00248680762649971
"Stability",0.5,9.5,6.5,0.04575,0.00229395291407588
"Stability",0.5,9.5,7,0.03505,0.00207363925213013
"Stability",0.5,9.5,7.5,0.02935,0.00194371694275565
"Stability",0.5,9.5,8,0.02565,0.00185357797924245
"Stability",0.5,9.5,8.5,0.0196499999999999,0.00169554570493507
"Stability",0.5,9.5,9,0.01475,0.00155289564958173
"Stability",0.5,9.5,9.5,0.00995000000000001,0.00139746021034731
"Stability",0.5,9.5,10,0.00895000000000001,0.00136263547126249
"Stability",0.5,10,1,0.25715,0.00442465202073004
"Stability",0.5,10,1.5,0.22515,0.00424084263143806
"Stability",0.5,10,2,0.20885,0.00413457098351471
"Stability",0.5,10,2.5,0.17855,0.00391138334121883
"Stability",0.5,10,3,0.16105,0.00376538279073404
"Stability",0.5,10,3.5,0.13765,0.00354735198713238
"Stability",0.5,10,4,0.11705,0.00333008088398306
"Stability",0.5,10,4.5,0.10375,0.00317483884790567
"Stability",0.5,10,5,0.0902499999999999,0.00300306436653611
"Stability",0.5,10,5.5,0.07475,0.00278478351975969
"Stability",0.5,10,6,0.06145,0.00257539375927285
"Stability",0.5,10,6.5,0.05075,0.0023883078008111
"Stability",0.5,10,7,0.0398499999999999,0.00217588400359939
"Stability",0.5,10,7.5,0.03495,0.00207144366032093
"Stability",0.5,10,8,0.02785,0.00190777401968132
"Stability",0.5,10,8.5,0.02245,0.00177130276953155
"Stability",0.5,10,9,0.01515,0.00156508552458641
"Stability",0.5,10,9.5,0.01235,0.00147741870388954
"Stability",0.5,10,10,0.01025,0.00140772579687662
"Stability",1,1,1,0.27285,0.00450378908937976
"Stability",1,1,1.5,0.19475,0.00403508016490301
"Stability",1,1,2,0.13975,0.00356809008808461
"Stability",1,1,2.5,0.0882499999999999,0.00297625260318337
"Stability",1,1,3,0.05375,0.00244268099002754
"Stability",1,1,3.5,0.03055,0.00197191749215315
"Stability",1,1,4,0.01735,0.00163032620857135
"Stability",1,1,4.5,0.00865000000000005,0.00135199872043357
"Stability",1,1,5,0.00165000000000004,0.00107193407179053
"Stability",1,1,5.5,-0.00345000000000006,8.0515500213173e-04
"Stability",1,1,6,-0.00614999999999999,6.17297218190361e-04
"Stability",1,1,6.5,-0.00755000000000006,4.91857644440177e-04
"Stability",1,1,7,-0.00895000000000001,3.19999984373437e-04
"Stability",1,1,7.5,-0.00914999999999999,2.87116689865567e-04
"Stability",1,1,8,-0.00865000000000005,3.63773257810837e-04
"Stability",1,1,8.5,-0.00985000000000003,1.11798926202312e-04
"Stability",1,1,9,-0.00975000000000004,1.49986664740436e-04
"Stability",1,1,9.5,-0.00975000000000004,1.49986664740436e-04
"Stability",1,1,10,-0.00985000000000003,1.11798926202312e-04
"Stability",1,1.5,1,0.30215,0.00463366861552311
"Stability",1,1.5,1.5,0.21365,0.00416680980852235
"Stability",1,1.5,2,0.16375,0.00378880314254057
"Stability",1,1.5,2.5,0.11365,0.00329160313754886
"Stability",1,1.5,3,0.07725,0.00282170869403548
"Stability",1,1.5,3.5,0.05165,0.00240478815087838
"Stability",1,1.5,4,0.03645,0.0021040870866594
"Stability",1,1.5,4.5,0.01805,0.00165048240197099
"Stability",1,1.5,5,0.00775000000000003,0.00131953320033513
"Stability",1,1.5,5.5,0.00175000000000003,0.00107648020463132
"Stability",1,1.5,6,-9.50000000000006e-04,9.45726805118155e-04
"Stability",1,1.5,6.5,-0.00514999999999999,6.92961593147093e-04
"Stability",1,1.5,7,-0.00605,6.25283014230187e-04
"Stability",1,1.5,7.5,-0.00785000000000002,4.60498594889919e-04
"Stability",1,1.5,8,-0.00875000000000004,3.49794204638327e-04
"Stability",1,1.5,8.5,-0.00914999999999999,2.87116689865567e-04
"Stability",1,1.5,9,-0.00895000000000001,3.19999984373437e-04
"Stability",1,1.5,9.5,-0.00975000000000004,1.49986664740436e-04
"Stability",1,1.5,10,-0.00975000000000004,1.49986664740436e-04
"Stability",1,2,1,0.30465,0.00464372632369921
"Stability",1,2,1.5,0.24305,0.00434752341523132
"Stability",1,2,2,0.19235,0.00401740733635147
"Stability",1,2,2.5,0.13635,0.00353439060400717
"Stability",1,2,3,0.10775,0.00322289193943038
"Stability",1,2,3.5,0.06825,0.00268531466340244
"Stability",1,2,4,0.05115,0.00239565057221758
"Stability",1,2,4.5,0.03415,0.0020537768987782
"Stability",1,2,5,0.01925,0.0016844071576514
"Stability",1,2,5.5,0.00885000000000002,0.00135909987316846
"Stability",1,2,6,0.00595000000000001,0.00125188516711684
"Stability",1,2,6.5,7.50000000000028e-04,0.00103007274256991
"Stability",1,2,7,-0.00245000000000006,8.64218975401341e-04
"Stability",1,2,7.5,-0.00524999999999998,6.85777499687696e-04
"Stability",1,2,8,-0.00695000000000001,5.49181126761471e-04
"Stability",1,2,8.5,-0.00765000000000005,4.81633623301685e-04
"Stability",1,2,9,-0.00824999999999998,4.14983097363145e-04
"Stability",1,2,9.5,-0.00934999999999997,2.49927982426218e-04
"Stability",1,2,10,-0.00955000000000006,2.061164680462e-04
"Stability",1,2.5,1,0.32405,0.00471654368456742
"Stability",1,2.5,1.5,0.27155,0.0044974973594489
"Stability",1,2.5,2,0.20505,0.00410847145587874
"Stability",1,2.5,2.5,0.16635,0.0038110392482911
"Stability",1,2.5,3,0.12645,0.00343246528486352
"Stability",1,2.5,3.5,0.09885,0.00311426357486989
"Stability",1,2.5,4,0.07165,0.00273798783922441
"Stability",1,2.5,4.5,0.05375,0.00244268099002754
"Stability",1,2.5,5,0.03315,0.00203143309563525
"Stability",1,2.5,5.5,0.01735,0.00163032620857135
"Stability",1,2.5,6,0.01335,0.00150937257513082
"Stability",1,2.5,6.5,0.00644999999999996,0.00127106306300317
"Stability",1,2.5,7,0.00234999999999996,0.00110334468184185
"Stability",1,2.5,7.5,-7.50000000000028e-04,9.56051857126668e-04
"Stability",1,2.5,8,-0.00224999999999997,8.75540065925429e-04
"Stability",1,2.5,8.5,-0.00495000000000001,7.07106604392151e-04
"Stability",1,2.5,9,-0.00695000000000001,5.49181126761471e-04
"Stability",1,2.5,9.5,-0.00705,5.40054548996293e-04
"Stability",1,2.5,10,-0.00765000000000005,4.81633623301685e-04
"Stability",1,3,1,0.32495,0.0047197009765165
"Stability",1,3,1.5,0.26655,0.00447286378073825
"Stability",1,3,2,0.23735,0.00431464475547369
"Stability",1,3,2.5,0.18645,0.00397301122976303
"Stability",1,3,3,0.16115,0.00376625626034951
"Stability",1,3,3.5,0.12305,0.00339608938226149
"Stability",1,3,4,0.09075,0.0030097092193364
"Stability",1,3,4.5,0.07535,0.00279371047745166
"Stability",1,3,5,0.05585,0.00247981706971904
"Stability",1,3,5.5,0.04295,0.00223889057640192
"Stability",1,3,6,0.02595,0.00186107659987736
"Stability",1,3,6.5,0.01605,0.00159213480563799
"Stability",1,3,7,0.00924999999999998,0.0013731832773637
"Stability",1,3,7.5,0.00654999999999994,0.00127486166984019
"Stability",1,3,8,0.00214999999999999,0.00109446678147561
"Stability",1,3,8.5,-4.99999999999945e-05,9.91311262824134e-04
"Stability",1,3,9,-0.00265000000000004,8.52742907942778e-04
"Stability",1,3,9.5,-0.00585000000000002,6.40951505094721e-04
"Stability",1,3,10,-0.00514999999999999,6.92961593147093e-04
"Stability",1,3.5,1,0.33805,0.0047634954433571
"Stability",1,3.5,1.5,0.29695,0.00461224425087212
"Stability",1,3.5,2,0.24455,0.00435601047206309
"Stability",1,3.5,2.5,0.20775,0.00412706881693315
"Stability",1,3.5,3,0.18185,0.00393743674118189
"Stability",1,3.5,3.5,0.14565,0.00362506853206753
"Stability",1,3.5,4,0.11195,0.00327206210042519
"Stability",1,3.5,4.5,0.10035,0.00313301281946511
"Stability",1,3.5,5,0.07125,0.00273186567367539
"Stability",1,3.5,5.5,0.0569499999999999,0.00249897863924923
"Stability",1,3.5,6,0.04435,0.00226663219604576
"Stability",1,3.5,6.5,0.03155,0.00199505833894089
"Stability",1,3.5,7,0.01945,0.00168998679152695
"Stability",1,3.5,7.5,0.01525,0.00156811659291167
"Stability",1,3.5,8,0.00814999999999999,0.00133406736095759
"Stability",1,3.5,8.5,0.00414999999999999,0.00118009195052808
"Stability",1,3.5,9,0.00154999999999994,0.00106736763927324
"Stability",1,3.5,9.5,2.49999999999972e-04,0.00100602930349764
"Stability",1,3.5,10,-4.50000000000061e-04,9.71325948078059e-04
"Stability",1,4,1,0.34915,0.00479749198466598
"Stability",1,4,1.5,0.29935,0.00462221745912327
"Stability",1,4,2,0.26735,0.00447685179229746
"Stability",1,4,2.5,0.22735,0.00425450441658991
"Stability",1,4,3,0.19945,0.00406905707413244
"Stability",1,4,3.5,0.16815,0.00382625427437556
"Stability",1,4,4,0.13925,0.00356317461982109
"Stability",1,4,4.5,0.11825,0.00334347298944722
"Stability",1,4,5,0.09315,0.00304128799906706
"Stability",1,4,5.5,0.07455,0.00278179862505521
"Stability",1,4,6,0.06075,0.00256370844873223
"Stability",1,4,6.5,0.04525,0.00228424287818801
"Stability",1,4,7,0.0338499999999999,0.00204710449505671
"Stability",1,4,7.5,0.02325,0.00179227926855656
"Stability",1,4,8,0.02005,0.00170660217950755
"Stability",1,4,8.5,0.01225,0.00147418149191581
"Stability",1,4,9,0.00775000000000003,0.00131953320033513
"Stability",1,4,9.5,0.00454999999999994,0.0011964417651059
"Stability",1,4,10,0.00295000000000001,0.00112953854991035
"Stability",1,4.5,1,0.35015,0.00480041687254503
"Stability",1,4.5,1.5,0.31565,0.00468613953488093
"Stability",1,4.5,2,0.27295,0.00450427115034825
"Stability",1,4.5,2.5,0.24695,0.00436944835853404
"Stability",1,4.5,3,0.21585,0.00418131870258765
"Stability",1,4.5,3.5,0.18185,0.00393743674118189
"Stability",1,4.5,4,0.15375,0.00370033282236877
"Stability",1,4.5,4.5,0.12835,0.00345248022615209
"Stability",1,4.5,5,0.11415,0.00329731178029886
"Stability",1,4.5,5.5,0.09445,0.00305817837862665
"Stability",1,4.5,6,0.0740499999999999,0.00277431602975279
"Stability",1,4.5,6.5,0.06385,0.00261491902936841
"Stability",1,4.5,7,0.04675,0.00231321828798857
"Stability",1,4.5,7.5,0.04135,0.00220665010376998
"Stability",1,4.5,8,0.02945,0.00194608542331715
"Stability",1,4.5,8.5,0.02075,0.00172575826063717
"Stability",1,4.5,9,0.01595,0.00158915458380521
"Stability",1,4.5,9.5,0.01335,0.00150937257513082
"Stability",1,4.5,10,0.00834999999999997,0.00134127090878952
"Stability",1,5,1,0.36605,0.00484391227197705
"Stability",1,5,1.5,0.30835,0.00465832563801362
"Stability",1,5,2,0.29305,0.00459572429745104
"Stability",1,5,2.5,0.25265,0.00440067430553936
"Stability",1,5,3,0.23975,0.00432861033551689
"Stability",1,5,3.5,0.20045,0.00407617974016449
"Stability",1,5,4,0.17095,0.00384963527092787
"Stability",1,5,4.5,0.14605,0.00362886436997328
"Stability",1,5,5,0.13285,0.003499015870385
"Stability",1,5,5.5,0.10945,0.00324294949423241
"Stability",1,5,6,0.09385,0.00305040132520698
"Stability",1,5,6.5,0.07355,0.00276680416193974
"Stability",1,5,7,0.06215,0.00258700734647219
"Stability",1,5,7.5,0.05235,0.00241750536363796
"Stability",1,5,8,0.04175,0.00221476505941981
"Stability",1,5,8.5,0.03715,0.00211911227019273
"Stability",1,5,9,0.03235,0.00201334376232936
"Stability",1,5,9.5,0.01995,0.00170384566760194
"Stability",1,5,10,0.01545,0.00157415931460408
"Stability",1,5.5,1,0.36565,0.00484288685654647
"Stability",1,5.5,1.5,0.32575,0.00472249128558161
"Stability",1,5.5,2,0.29385,0.00459914480781985
"Stability",1,5.5,2.5,0.27045,0.00449213731755475
"Stability",1,5.5,3,0.24465,0.00435657385149986
"Stability",1,5.5,3.5,0.21575,0.00418066281158316
"Stability",1,5.5,4,0.19115,0.00400848781306052
"Stability",1,5.5,4.5,0.16765,0.00382204245801313
"Stability",1,5.5,5,0.14725,0.00364020176046407
"Stability",1,5.5,5.5,0.12655,0.00343352423303898
"Stability",1,5.5,6,0.10725,0.00321695176026355
"Stability",1,5.5,6.5,0.09695,0.00309024670737973
"Stability",1,5.5,7,0.08135,0.00288077205532883
"Stability",1,5.5,7.5,0.06555,0.00264242653479698
"Stability",1,5.5,8,0.05825,0.00252137452254684
"Stability",1,5.5,8.5,0.04305,0.00224088641104156
"Stability",1,5.5,9,0.03665,0.00210839329401045
"Stability",1,5.5,9.5,0.03095,0.00198121232335836
"Stability",1,5.5,10,0.02565,0.00185357797924245
"Stability",1,6,1,0.36405,0.0048387499522201
"Stability",1,6,1.5,0.34055,0.00477139878595758
"Stability",1,6,2,0.30795,0.00465676371473038
"Stability",1,6,2.5,0.27845,0.00453036556706157
"Stability",1,6,3,0.25655,0.00442148896939375
"Stability",1,6,3.5,0.22845,0.00426127628740026
"Stability",1,6,4,0.20985,0.00414135398526655
"Stability",1,6,4.5,0.18495,0.00396150465125439
"Stability",1,6,5,0.16165,0.00377061659479594
"Stability",1,6,5.5,0.13945,0.00356514246196101
"Stability",1,6,6,0.12315,0.00339716967874474
"Stability",1,6,6.5,0.10885,0.00323589475284428
"Stability",1,6,7,0.0942499999999999,0.0030555895360374
"Stability",1,6,7.5,0.07935,0.00285218709889879
"Stability",1,6,8,0.06635,0.0026552349759066
"Stability",1,6,8.5,0.05835,0.00252308627407678
"Stability",1,6,9,0.04595,0.00229782239278298
"Stability",1,6,9.5,0.0378499999999999,0.00213400870413289
"Stability",1,6,10,0.03195,0.00200422589598683
"Stability",1,6.5,1,0.37205,0.0048588723603385
"Stability",1,6.5,1.5,0.34775,0.00479335909140322
"Stability",1,6.5,2,0.31325,0.0046771392231931
"Stability",1,6.5,2.5,0.29365,0.00459829122372842
"Stability",1,6.5,3,0.27405,0.00450955578292762
"Stability",1,6.5,3.5,0.23235,0.00428497186086266
"Stability",1,6.5,4,0.21775,0.00419371583148495
"Stability",1,6.5,4.5,0.18815,0.00398594361784665
"Stability",1,6.5,5,0.16675,0.0038144329512883
"Stability",1,6.5,5.5,0.16165,0.00377061659479594
"Stability",1,6.5,6,0.14185,0.00358858545175595
"Stability",1,6.5,6.5,0.11765,0.00333678905028721
"Stability",1,6.5,7,0.11055,0.00325581476484432
"Stability",1,6.5,7.5,0.09105,0.00301368511623195
"Stability",1,6.5,8,0.09075,0.0030097092193364
"Stability",1,6.5,8.5,0.06925,0.00270095784256747
"Stability",1,6.5,9,0.06655,0.00265842368174209
"Stability",1,6.5,9.5,0.05435,0.00245336700290949
"Stability",1,6.5,10,0.04935,0.00236237504041656
"Stability",1,7,1,0.36665,0.00484544379624388
"Stability",1,7,1.5,0.34825,0.00479484022666866
"Stability",1,7,2,0.31945,0.00470010413160015
"Stability",1,7,2.5,0.30345,0.00463891816118485
"Stability",1,7,3,0.28775,0.00457264525832322
"Stability",1,7,3.5,0.25615,0.00441937448482064
"Stability",1,7,4,0.23765,0.0043164002225336
"Stability",1,7,4.5,0.20885,0.00413457098351471
"Stability",1,7,5,0.18575,0.00396765270365208
"Stability",1,7,5.5,0.16525,0.00380166924112315
"Stability",1,7,6,0.14755,0.00364302441834958
"Stability",1,7,6.5,0.13995,0.00357005241942296
"Stability",1,7,7,0.12075,0.00337106513701765
"Stability",1,7,7.5,0.10245,0.00315895515159126
"Stability",1,7,8,0.09895,0.0031155192819239
"Stability",1,7,8.5,0.08485,0.00292979625923238
"Stability",1,7,9,0.0781499999999999,0.00283483004360713
"Stability",1,7,9.5,0.06245,0.00259196288113038
"Stability",1,7,10,0.05275,0.00242473332207241
"Stability",1,7.5,1,0.38075,0.0048791725100101
"Stability",1,7.5,1.5,0.34965,0.00479895725643341
"Stability",1,7.5,2,0.33195,0.00474360305327002
"Stability",1,7.5,2.5,0.29275,0.00459443735787784
"Stability",1,7.5,3,0.27745,0.00452568204028884
"Stability",1,7.5,3.5,0.26685,0.00447436137800403
"Stability",1,7.5,4,0.23785,0.0043175689792045
"Stability",1,7.5,4.5,0.22515,0.00424084263143806
"Stability",1,7.5,5,0.20435,0.0041036071582415
"Stability",1,7.5,5.5,0.18365,0.00395145911694848
"Stability",1,7.5,6,0.16705,0.00381697349724463
"Stability",1,7.5,6.5,0.15595,0.00372020748673705
"Stability",1,7.5,7,0.13345,0.00350513028913825
"Stability",1,7.5,7.5,0.12585,0.00342609859244542
"Stability",1,7.5,8,0.11105,0.00326163357466125
"Stability",1,7.5,8.5,0.08905,0.00298702225974264
"Stability",1,7.5,9,0.07965,0.00285650200601558
"Stability",1,7.5,9.5,0.07565,0.00279815845138761
"Stability",1,7.5,10,0.07045,0.00271956234566064
"Stability",1,8,1,0.38135,0.00488051223643267
"Stability",1,8,1.5,0.35495,0.00481414243108102
"Stability",1,8,2,0.33875,0.00476572292118375
"Stability",1,8,2.5,0.31145,0.00467029666264272
"Stability",1,8,3,0.29555,0.00460635882277536
"Stability",1,8,3.5,0.27905,0.00453316277078936
"Stability",1,8,4,0.24995,0.0043860031295412
"Stability",1,8,4.5,0.23355,0.00429216518999465
"Stability",1,8,5,0.20465,0.00410569402444242
"Stability",1,8,5.5,0.19585,0.00404310677836266
"Stability",1,8,6,0.17425,0.00387675078766574
"Stability",1,8,6.5,0.17835,0.00390978981476493
"Stability",1,8,7,0.15215,0.00368572872165342
"Stability",1,8,7.5,0.13415,0.00351223736827868
"Stability",1,8,8,0.11765,0.00333678905028721
"Stability",1,8,8.5,0.10735,0.00321814129480657
"Stability",1,8,9,0.09005,0.00300039997167028
"Stability",1,8,9.5,0.08805,0.0029735507310949
"Stability",1,8,10,0.07275,0.00275472368855027
"Stability",1,8.5,1,0.37195,0.00485862947527776
"Stability",1,8.5,1.5,0.35805,0.00482273217425169
"Stability",1,8.5,2,0.34435,0.00478313658487388
"Stability",1,8.5,2.5,0.32405,0.00471654368456742
"Stability",1,8.5,3,0.30245,0.00463488381351642
"Stability",1,8.5,3.5,0.27715,0.00452427172630749
"Stability",1,8.5,4,0.25435,0.00440980185328531
"Stability",1,8.5,4.5,0.24265,0.00434524865440251
"Stability",1,8.5,5,0.22305,0.00422765384766842
"Stability",1,8.5,5.5,0.20435,0.0041036071582415
"Stability",1,8.5,6,0.18925,0.00399425076252298
"Stability",1,8.5,6.5,0.17365,0.00387185574068659
"Stability",1,8.5,7,0.15795,0.00373807130318655
"Stability",1,8.5,7.5,0.14235,0.00359342998038119
"Stability",1,8.5,8,0.12195,0.00338416385633152
"Stability",1,8.5,8.5,0.12055,0.00336887290951559
"Stability",1,8.5,9,0.10955,0.00324412271395802
"Stability",1,8.5,9.5,0.10605,0.00320261852654085
"Stability",1,8.5,10,0.09005,0.00300039997167028
"Stability",1,9,1,0.39285,0.00490470114883016
"Stability",1,9,1.5,0.35355,0.00481019267237338
"Stability",1,9,2,0.33635,0.00475803863405546
"Stability",1,9,2.5,0.33325,0.00474791512348336
"Stability",1,9,3,0.30675,0.00465205416034584
"Stability",1,9,3.5,0.28665,0.00456776358806141
"Stability",1,9,4,0.26125,0.00444598925235354
"Stability",1,9,4.5,0.25255,0.00440013475573043
"Stability",1,9,5,0.22495,0.00423959280647522
"Stability",1,9,5.5,0.21635,0.00418459303061638
"Stability",1,9,6,0.20075,0.00407830933239511
"Stability",1,9,6.5,0.17935,0.00391774075447342
"Stability",1,9,7,0.17455,0.00387919251435867
"Stability",1,9,7.5,0.15195,0.00368389425169694
"Stability",1,9,8,0.14305,0.0036001897014725
"Stability",1,9,8.5,0.13065,0.00347641572551812
"Stability",1,9,9,0.12135,0.00337762617615665
"Stability",1,9,9.5,0.10415,0.00317969948247942
"Stability",1,9,10,0.10275,0.00316263244377171
"Stability",1,9.5,1,0.38025,0.00487805015219491
"Stability",1,9.5,1.5,0.36255,0.0048348202964257
"Stability",1,9.5,2,0.34745,0.00479246768634411
"Stability",1,9.5,2.5,0.33345,0.00474857501219731
"Stability",1,9.5,3,0.30605,0.00464929041253975
"Stability",1,9.5,3.5,0.29535,0.00460551395892821
"Stability",1,9.5,4,0.26555,0.00446785361461095
"Stability",1,9.5,4.5,0.25575,0.00441725536555183
"Stability",1,9.5,5,0.23275,0.00428737471049485
"Stability",1,9.5,5.5,0.23075,0.00427530952998233
"Stability",1,9.5,6,0.20255,0.00409101740308438
"Stability",1,9.5,6.5,0.18895,0.00399198989832575
"Stability",1,9.5,7,0.17665,0.00389617707112715
"Stability",1,9.5,7.5,0.16925,0.00383548104433905
"Stability",1,9.5,8,0.15545,0.00371571129140036
"Stability",1,9.5,8.5,0.14065,0.0035769032938727
"Stability",1,9.5,9,0.13295,0.00350003639630755
"Stability",1,9.5,9.5,0.12215,0.00338633791557308
"Stability",1,9.5,10,0.10945,0.00324294949423241
"Stability",1,10,1,0.38545,0.00488946013707477
"Stability",1,10,1.5,0.36455,0.00484004879698911
"Stability",1,10,2,0.34875,0.00479631569169727
"Stability",1,10,2.5,0.32655,0.004725266401406
"Stability",1,10,3,0.31695,0.00469095621990077
